Cluster,GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Pmemb,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx_x,e_Plx,RPlx,PM,pmRA_x,e_pmRA,pmDE_x,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag_x,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag_x,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
NGC_5822,5887143013070017280,228.81545613899,-54.33368540143,0.9537,-7.658,-5.852,18.367838,19.435688,17.410583,0.14,Gaia DR3 5887143013070017280,228.81545613899,-54.33368540143,0.0,0.0,154.0,1636148068921376768,5887143013070017280,1445150526,0.1008,0.1094,0.9537,0.165,5.7806,9.638,-7.658,0.14,-5.852,0.148,-0.1055,-0.0236,-0.0834,-0.1006,-0.1945,-0.0436,0.0853,-0.2631,0.3027,-0.2023,366,0,363,3,0.4364,402.49,0.433,1.4877,95,false,,1.301,0.0308,0.005,0.079,-0.129,0.094,-0.112,42,19,0.22442,46,0.01619,47.65,0,0,1.015,0,393,846.85985,1.21024,699.746,18.367838,0.003162,39,229.69,5.38337,42.6666,19.435688,0.025599,40,860.845,7.96542,108.073,17.410583,0.010734,1.288,0,0,0,0,0,2.025105,1.06785,0.957254,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,3732.5,3660.4,3812.8,4.6407,4.4449,4.7941,-1.2518,-1.5673,-0.9819,583.9114,531.0093,656.8736,0.5752,0.4696,0.6957,0.4044,0.3291,0.4909,0.219,0.178,0.2656,PHOENIX,228.81551451074,-54.33365939391,2.250731,2.361642,-0.1956,0.0
NGC_5822,5887145967980357888,229.19167691311,-54.3129879135,0.8357,-7.328,-5.084,19.74733,21.114912,18.625046,0.05,Gaia DR3 5887145967980357888,229.19167691311,-54.3129879135,0.0,0.0,65.0,1636148068921376768,5887145967980357888,864826316,0.313,0.2879,0.8357,0.4368,1.9133,8.918,-7.328,0.477,-5.084,0.433,0.0991,-0.1586,0.0786,0.1308,-0.0042,0.1762,0.1591,-0.2433,0.2374,0.1388,250,0,250,0,1.3332,289.35,0.926,0.9725,95,false,,1.3308,0.0921,-0.098,0.002,0.007,-0.086,-0.153,29,17,0.686625,37,0.01497,19.46,0,0,1.06,0,309,237.69208,0.854635,278.121,19.74733,0.004778,31,48.9161,4.00297,12.22,21.114912,0.088893,29,281.281,5.21468,53.9402,18.625046,0.02048,1.389,0,0,0,0,0,2.489866,1.367582,1.122284,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,229.19173274097,-54.3129653195,7.618894,6.884585,0.1273,0.0
NGC_5822,5887149060357323904,229.3709476582,-54.14420337494,1.0915,-7.104,-5.413,19.88145,21.127443,18.733866,0.07,Gaia DR3 5887149060357323904,229.3709476582,-54.14420337494,0.0,0.0,159.0,1636148068921376768,5887149060357323904,1127174302,0.3335,0.4158,1.0915,0.5144,2.122,8.931,-7.104,0.469,-5.413,0.644,-0.2043,-0.0814,0.0969,-0.2731,-0.1418,-0.292,0.6145,-0.0092,-0.0692,-0.2635,280,0,279,1,1.2348,350.75,0.694,0.44408,95,false,,1.048,0.101,0.092,0.209,-0.108,-0.101,0.081,32,18,0.965856,39,0.01403,85.82,0,0,1.052,0,333,210.07125,0.81678,257.194,19.88145,0.005041,19,48.3548,5.73676,8.42895,21.127443,0.128841,22,254.456,6.70256,37.964,18.733866,0.028848,1.441,0,12,0,14,0,2.393578,1.245993,1.147585,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,229.37100156037,-54.1441793165,7.473288,10.04996,-0.2467,0.0
NGC_5822,5887150842734864384,229.14605268866,-54.19353616748,0.7827,-8.246,-5.538,19.743454,20.51728,18.523628,0.06,Gaia DR3 5887150842734864384,229.14605268866,-54.19353616748,0.0,0.0,110.0,1636148068921376768,5887150842734864384,725013361,0.3345,0.3076,0.7827,0.484,1.6173,9.933,-8.246,0.431,-5.538,0.429,-0.0722,-0.3197,-0.1077,-0.074,0.0832,0.0158,0.0707,-0.2428,0.2576,-0.0602,259,0,256,3,1.1985,308.89,1.202,1.4623,95,false,,1.1968,0.0965,0.121,-0.055,-0.076,-0.02,-0.174,30,17,0.626989,37,0.03031,26.48,0,0,1.053,0,309,238.54205,0.883157,270.102,19.743454,0.004873,17,84.8213,9.8889,8.57742,20.51728,0.126612,18,308.821,13.142,23.4988,18.523628,0.046358,1.65,0,9,0,9,0,1.993652,0.773827,1.219826,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,229.14611533325,-54.19351155507,6.933492,6.84805,-0.0573,0.0
NGC_5822,5887142909989836544,228.79679082782,-54.3429296517,0.9229,-7.321,-5.509,13.967197,14.415674,13.29892,0.18,Gaia DR3 5887142909989836544,228.79679082782,-54.3429296517,0.0,0.0,139.0,1636148068921376768,5887142909989836544,412068307,0.1765,0.1812,0.9229,0.2631,3.5078,9.162,-7.321,0.249,-5.509,0.246,-0.2019,0.0124,-0.0647,-0.1616,-0.1194,-0.1474,0.1625,-0.1732,0.2878,-0.209,369,0,369,0,210.1208,87065.0,2.296,2905.7,31,false,1.492,,,,,,,,43,20,0.383819,48,0.04579,32.79,0,0,15.405,0,398,48760.46991,55.2235,882.966,13.967197,0.003017,45,23396.3,17.7204,1320.3,14.415674,0.002909,42,37983.1,14.9219,2545.47,13.29892,0.003803,1.259,0,1,0,0,0,1.116755,0.448477,0.668278,-19.85,13.44,2,10,6,7,6.8154,,,802.201,,5500.0,0.5,-1.0,111,,,,12.900558,0.094544,4,,NOT_AVAILABLE,0.0,0.0,0.999989,6166.6,6155.4,6179.8,3.4462,3.4337,3.4538,-0.217,-0.2186,-0.215,2330.4011,2311.1592,2363.5225,1.0405,1.0334,1.0486,0.8631,0.857,0.8702,0.4683,0.4648,0.4721,MARCS,228.79684664665,-54.34290516815,4.00458,3.917457,-0.196,0.0
NGC_5822,5887141977925175040,228.86424826728,-54.36744728019,1.3589,-7.184,-4.822,20.07368,21.182693,18.898468,0.09,Gaia DR3 5887141977925175040,228.86424826728,-54.36744728019,0.0,0.0,69.0,1636148068921376768,5887141977925175040,225486027,0.4118,0.3498,1.3589,0.5568,2.4405,8.652,-7.184,0.648,-4.822,0.514,0.1487,0.1235,-0.3476,-0.1476,-0.1235,-0.1058,-0.0056,-0.39,0.233,0.1181,300,0,297,3,0.925,335.39,0.988,0.71619,95,false,,1.2612,0.1132,0.081,0.134,-0.013,-0.124,-0.245,34,19,0.932637,40,0.01215,17.77,0,0,1.037,0,344,175.98443,0.813582,216.308,20.07368,0.005726,16,45.9557,6.71853,6.84014,21.182693,0.158755,14,218.661,8.98518,24.3357,18.898468,0.044775,1.504,0,0,0,0,0,2.284225,1.109013,1.175213,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,228.8643030733,-54.36742585072,10.525886,8.238056,0.1267,0.0
NGC_5822,5887459225712608128,226.58679920357,-54.69043859872,1.1989,-8.019,-4.21,20.218105,20.987291,19.02118,0.06,Gaia DR3 5887459225712608128,226.58679920357,-54.69043859872,0.001,0.0,165.0,1636148068921376768,5887459225712608128,1673381809,0.4158,0.5166,1.1989,0.6255,1.9166,9.057,-8.019,0.579,-4.21,0.78,-0.1263,0.1637,5.0E-4,-0.186,-0.1337,-0.1355,0.5907,-0.0921,-0.2234,-0.068,266,0,262,4,0.4261,296.61,1.05,0.55594,95,false,,0.9041,0.1248,-0.023,0.135,-0.093,-0.061,-0.005,31,18,1.13766,33,0.02956,144.3,0,0,1.018,0,271,154.06527,0.900233,171.139,20.218105,0.006917,11,55.0174,9.67226,5.68817,20.987291,0.190897,11,195.293,10.7767,18.1217,19.02118,0.060033,1.625,0,0,0,0,0,1.966112,0.769186,1.196926,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999989,,,,,,,,,,,,,,,,,,,,,,,226.58686086239,-54.69041988628,9.27649,12.174217,-0.0555,0.0
NGC_5822,5887459328792609280,226.46983725396,-54.75541555902,0.8721,-7.542,-5.192,20.14279,21.003073,18.794203,0.09,Gaia DR3 5887459328792609280,226.46983725396,-54.75541555902,0.0,0.0,171.0,1636148068921376768,5887459328792609280,1395721500,0.3905,0.4622,0.8721,0.6207,1.4049,9.156,-7.542,0.53,-5.192,0.738,-0.0549,0.178,0.0391,-0.1567,-0.195,-0.1066,0.5659,-0.0994,-0.3063,-0.0504,254,0,250,4,-1.9248,226.74,0.0,0.0,95,false,,1.1734,0.1083,-0.087,0.05,-0.056,-0.056,0.064,30,16,1.071239,32,0.07036,109.7,1,0,0.913,0,267,165.13172,0.908735,181.716,20.14279,0.00658,25,54.2235,5.12035,10.5898,21.003073,0.102564,27,240.7,6.08568,39.5519,18.794203,0.02771,1.786,0,25,0,27,0,2.20887,0.860283,1.348587,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,226.46989533934,-54.75539248504,8.467061,11.553565,-0.04,0.0
NGC_5822,5887409919497339264,226.71783729424,-55.27082553075,0.7067,-7.45,-5.437,18.772114,20.375254,17.57943,0.11,Gaia DR3 5887409919497339264,226.71783729424,-55.27082553075,0.0,0.0,154.0,1636148068921376768,5887409919497339264,1332185517,0.1473,0.1967,0.7067,0.2694,2.6236,9.223,-7.45,0.206,-5.437,0.307,-0.3789,0.1176,0.0901,-0.3081,-0.4232,-0.3465,0.6011,0.1949,-0.4345,-0.445,316,0,316,0,1.18,368.94,0.249,0.26284,95,false,,1.3024,0.0428,0.004,0.22,-0.183,-0.096,0.134,36,17,0.479127,39,0.01688,131.8,0,0,1.047,0,332,583.58156,1.19529,488.235,18.772114,0.003541,34,96.6753,5.26958,18.3459,20.375254,0.059247,33,736.862,7.54174,97.7046,17.57943,0.011738,1.428,0,3,0,1,0,2.795824,1.60314,1.192684,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,3797.1,3764.1,3823.6,4.4234,4.4062,4.4542,-1.3312,-1.3755,-1.2442,444.4934,423.6716,472.5602,3.3491,3.2768,3.4066,2.2173,2.1647,2.2579,1.2264,1.1987,1.2485,PHOENIX,226.71789541323,-55.27080136715,3.290838,4.789461,-0.4295,0.0
NGC_5822,5887459534951115648,226.44316758563,-54.74024808602,0.806,-7.631,-5.313,19.708559,20.931343,18.673796,0.17,Gaia DR3 5887459534951115648,226.44316758563,-54.74024808602,0.0,0.0,176.0,1636148068921376768,5887459534951115648,172088721,0.2709,0.3337,0.806,0.4365,1.8467,9.298,-7.631,0.374,-5.313,0.514,-0.0281,0.0198,0.0518,-0.1325,-0.2463,-0.1356,0.5416,0.005,-0.2661,-0.0726,276,0,273,3,-2.7985,227.35,0.0,0.0,95,false,,1.2204,0.0818,-0.109,0.07,-0.052,0.015,0.1,32,18,0.7459,34,0.05378,157.5,0,5,0.88,0,287,246.3333,0.881031,279.597,19.708559,0.004761,23,57.9268,4.15842,13.93,20.931343,0.077992,22,268.93,8.78756,30.6035,18.673796,0.035678,1.327,0,11,0,12,0,2.257547,1.222784,1.034763,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,226.44322633459,-54.74022447103,5.980966,8.047796,-0.0626,0.0
NGC_5822,5887410194350489984,226.68464500725,-55.24109960489,0.9684,-7.423,-4.374,20.127338,21.217993,18.887976,0.1,Gaia DR3 5887410194350489984,226.68464500725,-55.24109960489,0.001,0.0,158.0,1636148068921376768,5887410194350489984,715018845,0.437,0.5891,0.9684,0.7937,1.2201,8.616,-7.423,0.585,-4.374,0.964,-0.2868,0.2614,0.0458,-0.2568,-0.3812,-0.2192,0.7196,0.09,-0.501,-0.2922,247,0,246,1,0.9645,276.73,0.115,0.0073855,95,false,,1.3849,0.1215,-0.07,0.125,-0.126,-0.056,0.13,29,14,1.465974,31,0.04445,137.4,0,0,1.043,0,262,167.4988,1.94451,86.1394,20.127338,0.012902,25,44.4856,4.06466,10.9445,21.217993,0.099243,28,220.784,8.09359,27.2789,18.887976,0.03998,1.584,0,8,0,8,0,2.330017,1.090654,1.239363,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,226.68470287732,-55.2410801631,9.34408,14.999606,-0.2802,0.0
NGC_5822,5887459633705440384,226.44389759256,-54.713983083,1.1664,-7.25,-5.627,9.529849,9.89677,8.695695,1.0,Gaia DR3 5887459633705440384,226.44389759256,-54.713983083,0.0,0.0,162.0,1636148068921376768,5887459633705440384,858095606,0.0124,0.0163,1.1664,0.0229,51.0206,9.177,-7.25,0.019,-5.627,0.026,-0.2016,0.093,0.0392,-0.1154,-0.1961,-0.1455,0.3815,0.1829,-0.3161,-0.298,333,333,328,5,5.6943,880.08,0.121,15.237,31,false,1.47,,,,,,,,38,18,0.037966,40,0.007008,175.1,62,0,1.231,0,329,2904069.31655,1285.32,2259.41,9.529849,0.002797,37,1502140.0,1108.57,1355.02,9.89677,0.002903,34,2635600.0,1601.4,1645.81,8.695695,0.003837,1.425,0,37,0,34,0,1.201075,0.36692,0.834154,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999972,6292.5,6170.1,6349.2,2.6181,2.5835,2.6321,-0.6983,-0.6996,-0.6968,889.2307,878.527,914.7799,1.4331,1.3594,1.4679,1.1803,1.1157,1.2103,0.6436,0.6083,0.66,PHOENIX,226.44395336983,-54.71395807204,0.298654,0.403652,-0.2922,0.0
NGC_5822,5887459878548880128,226.52725626902,-54.69684823243,1.3879,-7.929,-4.256,20.0001,20.80032,18.816904,0.08,Gaia DR3 5887459878548880128,226.52725626902,-54.69684823243,0.0,0.0,159.0,1636148068921376768,5887459878548880128,936124886,0.3207,0.3787,1.3879,0.5127,2.7072,8.999,-7.929,0.476,-4.256,0.621,-0.1465,0.2205,-0.0352,-0.0868,-0.1547,-0.0915,0.443,-0.0357,-0.1942,-0.2027,319,0,315,4,0.6855,346.43,0.917,0.74177,95,false,,1.2758,0.0937,0.018,0.118,-0.057,-0.107,0.088,37,19,0.900829,39,0.03967,113.5,1,0,1.027,0,326,188.32457,1.08031,174.325,20.0001,0.00681,16,65.3566,9.57688,6.82441,20.80032,0.15912,16,235.72,12.326,19.1238,18.816904,0.0569,1.599,0,13,0,12,0,1.983416,0.80022,1.183195,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,226.52731725028,-54.6968293179,7.633445,9.771304,-0.1985,0.0
NGC_5822,5887142772523025408,228.85088845304,-54.32940493018,0.719,-7.267,-5.846,20.445112,21.62935,19.210663,0.05,Gaia DR3 5887142772523025408,228.85088845304,-54.32940493018,0.001,0.001,66.0,1636148068921376768,5887142772523025408,790208888,0.6829,0.5862,0.719,0.9408,0.7643,9.327,-7.267,0.978,-5.846,0.857,0.1716,0.2514,-0.4214,-0.1578,-0.191,-0.1025,0.0276,-0.4266,0.1437,0.1169,237,0,236,1,1.2755,279.66,2.288,1.6797,95,false,,1.2768,0.1776,0.113,0.124,-0.049,-0.136,-0.279,27,17,1.443157,29,0.03525,176.8,0,0,1.059,0,252,124.99756,0.930285,134.365,20.445112,0.008537,23,30.4563,4.66174,6.53325,21.62935,0.16621,29,164.019,5.34836,30.6671,19.210663,0.035605,1.556,0,1,0,2,0,2.418688,1.184238,1.234449,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,228.85094383965,-54.32937894669,15.955085,13.710434,0.1261,0.0
NGC_5822,5887410705440203392,226.70889025951,-55.1989053919,1.3569,-6.976,-5.526,19.791311,21.244215,18.465261,0.07,Gaia DR3 5887410705440203392,226.70889025951,-55.1989053919,0.0,0.0,157.0,1636148068921376768,5887410705440203392,485241509,0.3282,0.4406,1.3569,0.5347,2.5378,8.9,-6.976,0.448,-5.526,0.712,-0.314,0.2708,0.0242,-0.2819,-0.4558,-0.225,0.7427,0.1083,-0.5081,-0.2799,270,0,270,0,0.0564,279.03,0.0,2.4738E-15,95,false,,1.3425,0.0942,-0.057,0.112,-0.191,-0.048,0.134,31,17,1.08526,33,0.03769,127.8,0,0,1.001,0,272,228.25594,1.0799,211.367,19.791311,0.005829,26,43.4241,5.31083,8.17652,21.244215,0.132816,26,325.877,6.84805,47.5868,18.465261,0.023127,1.618,0,19,0,20,0,2.778954,1.452904,1.32605,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,226.70894458523,-55.19888083137,7.161492,11.061277,-0.2664,0.0
NGC_5822,5887460325225771264,226.5319298431,-54.64540275434,1.4067,-7.077,-5.021,18.288822,19.440838,17.017645,0.05,Gaia DR3 5887460325225771264,226.5319298431,-54.64540275434,0.0,0.0,158.0,1636148068921376768,5887460325225771264,1452727442,0.1356,0.1701,1.4067,0.2087,6.7415,8.677,-7.077,0.191,-5.021,0.253,-0.2131,-0.1258,0.1128,-0.1489,-0.0752,-0.1761,0.4855,-0.0215,-0.1129,-0.2572,316,0,315,1,8.5587,601.49,1.085,8.8399,31,false,1.29,,,,,,,,37,19,0.374366,39,0.07073,19.63,0,0,1.362,0,326,910.78936,2.7315,333.439,18.288822,0.004265,31,228.603,7.07804,32.2975,19.440838,0.033732,34,1236.23,11.8403,104.409,17.017645,0.011064,1.608,0,18,0,18,0,2.423193,1.152016,1.271177,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999806,,,,,,,,,,,,,,,,,,,,,,,226.53198419734,-54.64538044004,3.047277,3.964708,-0.2495,0.0
NGC_5822,5887460393955689344,226.67416437793,-54.70144628959,1.6202,-7.416,-4.906,19.324568,20.442421,18.166939,0.11,Gaia DR3 5887460393955689344,226.67416437793,-54.70144628959,0.0,0.0,170.0,1636148068921376768,5887460393955689344,1631731796,0.2132,0.2359,1.6202,0.3122,5.1901,8.892,-7.416,0.315,-4.906,0.331,-0.0382,0.1009,0.0256,-0.0409,-0.0524,-0.0356,0.4141,-0.243,0.1021,-0.0506,303,0,300,3,1.9852,373.47,0.918,1.836,95,false,,1.2743,0.0633,-0.066,0.14,-0.106,0.067,-0.082,35,19,0.475659,38,0.01256,137.8,0,0,1.082,0,321,350.84828,1.01958,344.112,19.324568,0.004189,34,90.8758,4.30681,21.1005,20.442421,0.051531,35,428.926,5.32902,80.4887,18.166939,0.014009,1.482,0,0,0,0,0,2.275482,1.117853,1.157629,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,226.6742214188,-54.70142448347,5.032189,5.205828,-0.0482,0.0
NGC_5822,5887460497022850944,226.68537487538,-54.69020119979,0.9595,-6.586,-5.251,20.015226,21.064188,18.818693,0.08,Gaia DR3 5887460497022850944,226.68537487538,-54.69020119979,0.0,0.0,35.0,1636148068921376768,5887460497022850944,897957782,0.4338,0.4419,0.9595,0.6257,1.5335,8.423,-6.586,0.612,-5.251,0.624,0.0512,0.1831,-0.0295,0.038,-0.0359,0.0134,0.3541,-0.2298,0.1099,0.0083,305,0,305,0,5.3333,499.14,3.012,7.1135,95,false,,1.1787,0.1181,-0.039,0.133,-0.056,0.015,-0.109,35,17,0.881563,38,0.02129,147.5,0,0,1.225,0,328,185.7188,0.886822,209.421,20.015226,0.005871,12,51.2556,5.24821,9.7663,21.064188,0.111207,14,235.332,8.22034,28.628,18.818693,0.038114,1.543,0,1,0,1,0,2.245495,1.048962,1.196533,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999989,,,,,,,,,,,,,,,,,,,,,,,226.68542551463,-54.69017786125,9.808967,9.828341,0.0062,0.0
NGC_5822,5887139744537677696,229.12521698234,-54.37057994628,0.7301,-7.49,-5.69,18.940016,19.886562,17.9443,0.05,Gaia DR3 5887139744537677696,229.12521698234,-54.37057994628,0.0,0.0,129.0,1636148068921376768,5887139744537677696,572046944,0.1485,0.147,0.7301,0.2257,3.2346,9.406,-7.49,0.227,-5.69,0.227,-0.0444,-0.0705,-0.0233,-0.038,0.0185,-0.0047,0.1634,-0.2364,0.2586,-0.0744,320,0,316,4,-0.8211,316.02,0.0,0.0,95,false,,1.2795,0.0455,0.043,0.104,-0.053,0.054,-0.18,37,19,0.330754,45,0.009574,0.6507,0,0,0.966,0,375,499.96566,0.912419,547.956,18.940016,0.003394,42,151.632,5.53032,27.4184,19.886562,0.039697,42,526.548,7.94713,66.2564,17.9443,0.016817,1.356,0,19,0,19,0,1.942263,0.946547,0.995716,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,3752.4,3661.4,3798.5,4.7957,4.479,5.0169,-1.2304,-1.6621,-1.0602,611.1789,540.1396,672.1125,0.6949,0.5839,0.7717,0.4875,0.4074,0.5419,0.2642,0.2206,0.2934,PHOENIX,229.12527412527,-54.37055465581,3.633639,3.604438,-0.073,0.0
NGC_5822,5887141844809050752,228.83763211216,-54.38649473944,1.2455,-7.084,-5.878,19.43917,20.859505,18.284529,0.1,Gaia DR3 5887141844809050752,228.83763211216,-54.38649473944,0.0,0.0,50.0,1636148068921376768,5887141844809050752,1743163124,0.2465,0.2445,1.2455,0.3741,3.3294,9.205,-7.084,0.381,-5.878,0.346,0.0414,0.0441,-0.092,-0.075,-0.1058,-0.039,0.1544,-0.3608,0.2613,-0.0157,286,0,280,6,0.1743,292.78,0.855,1.1849,31,false,1.283,,,,,,,,33,18,0.539547,39,0.02473,175.5,0,0,1.006,0,326,315.70302,0.900048,350.762,19.43917,0.004144,34,61.8892,3.88445,15.9326,20.859505,0.068203,33,384.899,7.67373,50.158,18.284529,0.021974,1.415,0,0,0,0,0,2.574976,1.420334,1.154642,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999972,,,,,,,,,,,,,,,,,,,,,,,228.83768618034,-54.38646861523,6.118109,5.502514,-0.0109,0.0
NGC_5822,5887410847185905920,226.73319816575,-55.17092812718,0.827,-7.08,-5.605,20.213736,21.161526,19.08987,0.06,Gaia DR3 5887410847185905920,226.73319816575,-55.17092812718,0.001,0.0,159.0,1636148068921376768,5887410847185905920,1735963426,0.4856,0.6008,0.827,0.6938,1.192,9.03,-7.08,0.685,-5.605,0.909,-0.1949,0.1746,0.3417,-0.1508,-0.2163,-0.115,0.7446,0.0074,-0.3001,-0.1815,230,0,228,2,-0.4628,229.37,0.0,0.0,95,false,,1.2723,0.1201,-0.02,-0.041,-0.022,-0.052,0.02,27,15,1.372758,29,0.08044,144.0,0,0,0.977,0,244,154.68646,0.91693,168.7,20.213736,0.007001,13,46.8605,7.96392,5.8841,21.161526,0.184541,19,183.32,9.227,19.8678,19.08987,0.054779,1.488,0,0,0,0,1,2.071655,0.94779,1.123865,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,226.73325325892,-55.17090321411,10.808195,14.096516,-0.1783,0.0
NGC_5822,5887153183527114368,229.28437491385,-54.064914028,0.9609,-7.604,-5.88,19.810078,21.000858,18.577284,0.1,Gaia DR3 5887153183527114368,229.28437491385,-54.064914028,0.0,0.0,153.0,1636148068921376768,5887153183527114368,727666286,0.3455,0.4201,0.9609,0.5091,1.8873,9.612,-7.604,0.501,-5.88,0.648,-0.267,-0.1121,0.2276,-0.3477,-0.1771,-0.383,0.6296,-0.0402,-0.1062,-0.3627,266,0,266,0,0.6755,291.37,0.347,0.11096,95,false,,1.3077,0.0977,0.038,0.124,-0.084,-0.181,0.015,30,17,1.009283,36,0.0391,20.43,0,0,1.028,0,316,224.34459,0.835081,268.65,19.810078,0.004891,26,54.3342,5.72153,9.49646,21.000858,0.114365,30,293.93,11.8951,24.7101,18.577284,0.044101,1.552,0,16,0,19,0,2.423574,1.190781,1.232794,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,229.2844324977,-54.06488789674,7.939304,10.105808,-0.3442,0.0
NGC_5822,5887154175630705280,229.20256145328,-54.03349350742,1.0713,-7.022,-5.6,19.301447,20.565264,18.27247,0.05,Gaia DR3 5887154175630705280,229.20256145328,-54.03349350742,0.0,0.0,140.0,1636148068921376768,5887154175630705280,101473068,0.2139,0.2158,1.0713,0.3407,3.1448,8.982,-7.022,0.307,-5.6,0.321,-0.0535,-0.0528,0.05,-0.0875,-0.0145,-0.0783,0.2526,-0.2733,0.1853,-0.0984,274,0,273,1,-0.4568,271.94,0.0,0.0,95,false,,1.346,0.0636,0.002,0.091,-0.128,-0.083,-0.055,31,17,0.467932,38,0.004451,67.84,0,0,0.979,0,334,358.39997,1.01179,354.225,19.301447,0.004121,30,81.1542,4.2308,19.1818,20.565264,0.056671,34,389.197,7.39065,52.6608,18.27247,0.020961,1.312,0,0,0,0,1,2.292793,1.263817,1.028976,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,229.20261459514,-54.03346861888,4.90007,5.087233,-0.0924,0.0
